Logging to training_random_logs/4_robots/logs/PPO_set8
Using cpu device
Training started on Wed Jan 28 10:41:05 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 8, 'verbose': 1, 'steps': 1000000, 'num_robots': 4, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
-----------------------------------------
| rollout/                |             |
|    approx_kl            | 0.0021605832 |
|    clip_fraction        | 0.00406      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.1        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.76e+09     |
|    n_updates            | 1080         |
|    policy_gradient_loss | -0.00213     |
|    std                  | 1.52         |
|    value_loss           | 1.48e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22           |
|    ep_rew_mean          | -3.27e+05    |
| time/                   |              |
|    fps                  | 948          |
|    time_elapsed         | 948          |
|    total_timesteps      | 900000       |
| train/                  |              |
|    approx_kl            | 0.0022519273 |
|    clip_fraction        | 0.00544      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.1        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.76e+09     |
|    n_updates            | 1090         |
|    policy_gradient_loss | -0.00217     |
|    std                  | 1.53         |
|    value_loss           | 1.47e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18           |
|    ep_rew_mean          | -2.84e+05    |
| time/                   |              |
|    fps                  | 945          |
|    time_elapsed         | 962          |
|    total_timesteps      | 910000       |
| train/                  |              |
|    approx_kl            | 0.0021042638 |
|    clip_fraction        | 0.00188      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.24e+09     |
|    n_updates            | 1110         |
|    policy_gradient_loss | -0.00192     |
|    std                  | 1.54         |
|    value_loss           | 1.41e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24           |
|    ep_rew_mean          | -3.54e+05    |
| time/                   |              |
|    fps                  | 945          |
|    time_elapsed         | 973          |
|    total_timesteps      | 920000       |
| train/                  |              |
|    approx_kl            | 0.0019436071 |
|    clip_fraction        | 0.00182      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.36e+09     |
|    n_updates            | 1120         |
|    policy_gradient_loss | -0.00186     |
|    std                  | 1.55         |
|    value_loss           | 1.48e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21           |
|    ep_rew_mean          | -3.12e+05    |
| time/                   |              |
|    fps                  | 945          |
|    time_elapsed         | 983          |
|    total_timesteps      | 930000       |
| train/                  |              |
|    approx_kl            | 0.0016325498 |
|    clip_fraction        | 0.00149      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.3        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.29e+09     |
|    n_updates            | 1130         |
|    policy_gradient_loss | -0.00148     |
|    std                  | 1.56         |
|    value_loss           | 1.47e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.4         |
|    ep_rew_mean          | -2.9e+05     |
| time/                   |              |
|    fps                  | 945          |
|    time_elapsed         | 993          |
|    total_timesteps      | 940000       |
| train/                  |              |
|    approx_kl            | 0.0017762338 |
|    clip_fraction        | 0.00182      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.4        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.78e+09     |
|    n_updates            | 1140         |
|    policy_gradient_loss | -0.00195     |
|    std                  | 1.56         |
|    value_loss           | 1.42e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.5         |
|    ep_rew_mean          | -3.38e+05    |
| time/                   |              |
|    fps                  | 946          |
|    time_elapsed         | 1003         |
|    total_timesteps      | 950000       |
| train/                  |              |
|    approx_kl            | 0.0021225188 |
|    clip_fraction        | 0.00408      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.4        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.14e+09     |
|    n_updates            | 1150         |
|    policy_gradient_loss | -0.00214     |
|    std                  | 1.57         |
|    value_loss           | 1.41e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.6         |
|    ep_rew_mean          | -2.95e+05    |
| time/                   |              |
|    fps                  | 943          |
|    time_elapsed         | 1017         |
|    total_timesteps      | 960000       |
| train/                  |              |
|    approx_kl            | 0.0012850016 |
|    clip_fraction        | 0.000623     |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.5        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.16e+09     |
|    n_updates            | 1170         |
|    policy_gradient_loss | -0.00154     |
|    std                  | 1.58         |
|    value_loss           | 1.42e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.4         |
|    ep_rew_mean          | -3.38e+05    |
| time/                   |              |
|    fps                  | 944          |
|    time_elapsed         | 1027         |
|    total_timesteps      | 970000       |
| train/                  |              |
|    approx_kl            | 0.0016892768 |
|    clip_fraction        | 0.00254      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.6        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.41e+09     |
|    n_updates            | 1180         |
|    policy_gradient_loss | -0.00174     |
|    std                  | 1.59         |
|    value_loss           | 1.46e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.8        |
|    ep_rew_mean          | -2.95e+05   |
| time/                   |             |
|    fps                  | 944         |
|    time_elapsed         | 1037        |
|    total_timesteps      | 980000      |
| train/                  |             |
|    approx_kl            | 0.002348176 |
|    clip_fraction        | 0.00482     |
|    clip_range           | 0.2         |
|    entropy_loss         | -22.6       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 7.85e+09    |
|    n_updates            | 1190        |
|    policy_gradient_loss | -0.00207    |
|    std                  | 1.6         |
|    value_loss           | 1.49e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.5         |
|    ep_rew_mean          | -2.99e+05    |
| time/                   |              |
|    fps                  | 945          |
|    time_elapsed         | 1046         |
|    total_timesteps      | 990000       |
| train/                  |              |
|    approx_kl            | 0.0015369174 |
|    clip_fraction        | 0.00105      |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.7        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.46e+09     |
|    n_updates            | 1200         |
|    policy_gradient_loss | -0.00199     |
|    std                  | 1.6          |
|    value_loss           | 1.42e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 20.9         |
|    ep_rew_mean          | -3.13e+05    |
| time/                   |              |
|    fps                  | 942          |
|    time_elapsed         | 1060         |
|    total_timesteps      | 1000000      |
| train/                  |              |
|    approx_kl            | 0.0013394789 |
|    clip_fraction        | 0.000806     |
|    clip_range           | 0.2          |
|    entropy_loss         | -22.8        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.26e+09     |
|    n_updates            | 1220         |
|    policy_gradient_loss | -0.00142     |
|    std                  | 1.62         |
|    value_loss           | 1.43e+10     |
------------------------------------------
Training ended on Wed Jan 28 10:58:55 2026
Training lasted 0:17:49.255883
